id;version;name;province_id
3523;0;KABUPATEN TUBAN;35
3524;0;KABUPATEN LAMONGAN;35
3525;0;KABUPATEN GRESIK;35
3526;0;KABUPATEN BANGKALAN;35
3527;0;KABUPATEN SAMPANG;35
3528;0;KABUPATEN PAMEKASAN;35
3529;0;KABUPATEN SUMENEP;35
3571;0;KOTA KEDIRI;35
3572;0;KOTA BLITAR;35
3573;0;KOTA MALANG;35
3574;0;KOTA PROBOLINGGO;35
3575;0;KOTA PASURUAN;35
3576;0;KOTA MOJOKERTO;35
3577;0;KOTA MADIUN;35
3578;0;KOTA SURABAYA;35
3579;0;KOTA BATU;35
3601;0;KABUPATEN PANDEGLANG;36
3602;0;KABUPATEN LEBAK;36
3603;0;KABUPATEN TANGERANG;36
3604;0;KABUPATEN SERANG;36
3671;0;KOTA TANGERANG;36
3672;0;KOTA CILEGON;36
3673;0;KOTA SERANG;36
3674;0;KOTA TANGERANG SELATAN;36
5101;0;KABUPATEN JEMBRANA;51
5102;0;KABUPATEN TABANAN;51
5103;0;KABUPATEN BADUNG;51
5104;0;KABUPATEN GIANYAR;51
5105;0;KABUPATEN KLUNGKUNG;51
5106;0;KABUPATEN BANGLI;51
5107;0;KABUPATEN KARANG ASEM;51
5108;0;KABUPATEN BULELENG;51
5171;0;KOTA DENPASAR;51
5201;0;KABUPATEN LOMBOK BARAT;52
5202;0;KABUPATEN LOMBOK TENGAH;52
5203;0;KABUPATEN LOMBOK TIMUR;52
5204;0;KABUPATEN SUMBAWA;52
5205;0;KABUPATEN DOMPU;52
5206;0;KABUPATEN BIMA;52
5207;0;KABUPATEN SUMBAWA BARAT;52
5208;0;KABUPATEN LOMBOK UTARA;52
5271;0;KOTA MATARAM;52
5272;0;KOTA BIMA;52
5301;0;KABUPATEN SUMBA BARAT;53
5302;0;KABUPATEN SUMBA TIMUR;53
5303;0;KABUPATEN KUPANG;53
5304;0;KABUPATEN TIMOR TENGAH SELATAN;53
5305;0;KABUPATEN TIMOR TENGAH UTARA;53
5306;0;KABUPATEN BELU;53
5307;0;KABUPATEN ALOR;53
5308;0;KABUPATEN LEMBATA;53
5309;0;KABUPATEN FLORES TIMUR;53
5310;0;KABUPATEN SIKKA;53
5311;0;KABUPATEN ENDE;53
5312;0;KABUPATEN NGADA;53
5313;0;KABUPATEN MANGGARAI;53
5314;0;KABUPATEN ROTE NDAO;53
5315;0;KABUPATEN MANGGARAI BARAT;53
5316;0;KABUPATEN SUMBA TENGAH;53
5317;0;KABUPATEN SUMBA BARAT DAYA;53
5318;0;KABUPATEN NAGEKEO;53
5319;0;KABUPATEN MANGGARAI TIMUR;53
5320;0;KABUPATEN SABU RAIJUA;53
5371;0;KOTA KUPANG;53
6101;0;KABUPATEN SAMBAS;61
6102;0;KABUPATEN BENGKAYANG;61
6103;0;KABUPATEN LANDAK;61
6104;0;KABUPATEN PONTIANAK;61
6105;0;KABUPATEN SANGGAU;61
6106;0;KABUPATEN KETAPANG;61
6107;0;KABUPATEN SINTANG;61
6108;0;KABUPATEN KAPUAS HULU;61
6109;0;KABUPATEN SEKADAU;61
6110;0;KABUPATEN MELAWI;61
6111;0;KABUPATEN KAYONG UTARA;61
6112;0;KABUPATEN KUBU RAYA;61
6171;0;KOTA PONTIANAK;61
6172;0;KOTA SINGKAWANG;61
6201;0;KABUPATEN KOTAWARINGIN BARAT;62
6202;0;KABUPATEN KOTAWARINGIN TIMUR;62
6203;0;KABUPATEN KAPUAS;62
6204;0;KABUPATEN BARITO SELATAN;62
6205;0;KABUPATEN BARITO UTARA;62
6206;0;KABUPATEN SUKAMARA;62
6207;0;KABUPATEN LAMANDAU;62
6208;0;KABUPATEN SERUYAN;62
6209;0;KABUPATEN KATINGAN;62
6210;0;KABUPATEN PULANG PISAU;62
6211;0;KABUPATEN GUNUNG MAS;62
6212;0;KABUPATEN BARITO TIMUR;62
6213;0;KABUPATEN MURUNG RAYA;62
6271;0;KOTA PALANGKA RAYA;62
6301;0;KABUPATEN TANAH LAUT;63
6302;0;KABUPATEN KOTA BARU;63
6303;0;KABUPATEN BANJAR;63
6304;0;KABUPATEN BARITO KUALA;63
6305;0;KABUPATEN TAPIN;63
6306;0;KABUPATEN HULU SUNGAI SELATAN;63
6307;0;KABUPATEN HULU SUNGAI TENGAH;63
6308;0;KABUPATEN HULU SUNGAI UTARA;63
6309;0;KABUPATEN TABALONG;63
6310;0;KABUPATEN TANAH BUMBU;63
6311;0;KABUPATEN BALANGAN;63
6371;0;KOTA BANJARMASIN;63
6372;0;KOTA BANJAR BARU;63
6401;0;KABUPATEN PASER;64
6402;0;KABUPATEN KUTAI BARAT;64
6403;0;KABUPATEN KUTAI KARTANEGARA;64
6404;0;KABUPATEN KUTAI TIMUR;64
6405;0;KABUPATEN BERAU;64
6406;0;KABUPATEN MALINAU;64
6407;0;KABUPATEN BULUNGAN;64
6408;0;KABUPATEN NUNUKAN;64
6409;0;KABUPATEN PENAJAM PASER UTARA;64
6410;0;KABUPATEN TANA TIDUNG;64
6471;0;KOTA BALIKPAPAN;64
6472;0;KOTA SAMARINDA;64
6473;0;KOTA TARAKAN;64
6474;0;KOTA BONTANG;64
7101;0;KABUPATEN BOLAANG MONGONDOW;71
7102;0;KABUPATEN MINAHASA;71
7103;0;KABUPATEN KEPULAUAN SANGIHE;71
7104;0;KABUPATEN KEPULAUAN TALAUD;71
7105;0;KABUPATEN MINAHASA SELATAN;71
7106;0;KABUPATEN MINAHASA UTARA;71
7107;0;KABUPATEN BOLAANG MONGONDOW UTARA;71
7108;0;KABUPATEN SIAU TAGULANDANG BIARO;71
7109;0;KABUPATEN MINAHASA TENGGARA;71
7110;0;KABUPATEN BOLAANG MONGONDOW SELATAN;71
7111;0;KABUPATEN BOLAANG MONGONDOW TIMUR;71
7171;0;KOTA MANADO;71
7172;0;KOTA BITUNG;71
7173;0;KOTA TOMOHON;71
7174;0;KOTA KOTAMOBAGU;71
7201;0;KABUPATEN BANGGAI KEPULAUAN;72
7202;0;KABUPATEN BANGGAI;72
7203;0;KABUPATEN MOROWALI;72
7204;0;KABUPATEN POSO;72
7205;0;KABUPATEN DONGGALA;72
7206;0;KABUPATEN TOLI-TOLI;72
7207;0;KABUPATEN BUOL;72
7208;0;KABUPATEN PARIGI MOUTONG;72
7209;0;KABUPATEN TOJO UNA-UNA;72
7210;0;KABUPATEN SIGI;72
7271;0;KOTA PALU;72
7301;0;KABUPATEN KEPULAUAN SELAYAR;73
7302;0;KABUPATEN BULUKUMBA;73
7303;0;KABUPATEN BANTAENG;73
7304;0;KABUPATEN JENEPONTO;73
7305;0;KABUPATEN TAKALAR;73
7306;0;KABUPATEN GOWA;73
7307;0;KABUPATEN SINJAI;73
7308;0;KABUPATEN MAROS;73
7309;0;KABUPATEN PANGKAJENE DAN KEPULAUAN;73
7310;0;KABUPATEN BARRU;73
7311;0;KABUPATEN BONE;73
7312;0;KABUPATEN SOPPENG;73
7313;0;KABUPATEN WAJO;73
7314;0;KABUPATEN SIDENRENG RAPPANG;73
7315;0;KABUPATEN PINRANG;73
7316;0;KABUPATEN ENREKANG;73
7317;0;KABUPATEN LUWU;73
7318;0;KABUPATEN TANA TORAJA;73
7322;0;KABUPATEN LUWU UTARA;73
7325;0;KABUPATEN LUWU TIMUR;73
7326;0;KABUPATEN TORAJA UTARA;73
7371;0;KOTA MAKASSAR;73
7372;0;KOTA PARE-PARE;73
7373;0;KOTA PALOPO;73
7401;0;KABUPATEN BUTON;74
7402;0;KABUPATEN MUNA;74
7403;0;KABUPATEN KONAWE;74
7404;0;KABUPATEN KOLAKA;74
7405;0;KABUPATEN KONAWE SELATAN;74
7406;0;KABUPATEN BOMBANA;74
7407;0;KABUPATEN WAKATOBI;74
7408;0;KABUPATEN KOLAKA UTARA;74
7409;0;KABUPATEN BUTON UTARA;74
7410;0;KABUPATEN KONAWE UTARA;74
7471;0;KOTA KENDARI;74
7472;0;KOTA BAUBAU;74
7501;0;KABUPATEN BOALEMO;75
7502;0;KABUPATEN GORONTALO;75
7503;0;KABUPATEN POHUWATO;75
7504;0;KABUPATEN BONE BOLANGO;75
7505;0;KABUPATEN GORONTALO UTARA;75
7571;0;KOTA GORONTALO;75
7601;0;KABUPATEN MAJENE;76
7602;0;KABUPATEN POLEWALI MANDAR;76
7603;0;KABUPATEN MAMASA;76
7604;0;KABUPATEN MAMUJU;76
7605;0;KABUPATEN MAMUJU UTARA;76
8101;0;KABUPATEN MALUKU TENGGARA BARAT;81
8102;0;KABUPATEN MALUKU TENGGARA;81
8103;0;KABUPATEN MALUKU TENGAH;81
8104;0;KABUPATEN BURU;81
8105;0;KABUPATEN KEPULAUAN ARU;81
8106;0;KABUPATEN SERAM BAGIAN BARAT;81
8107;0;KABUPATEN SERAM BAGIAN TIMUR;81
8108;0;KABUPATEN MALUKU BARAT DAYA;81
8109;0;KABUPATEN BURU SELATAN;81
8171;0;KOTA AMBON;81
8172;0;KOTA TUAL;81
8201;0;KABUPATEN HALMAHERA BARAT;82
8202;0;KABUPATEN HALMAHERA TENGAH;82
8203;0;KABUPATEN KEPULAUAN SULA;82
8204;0;KABUPATEN HALMAHERA SELATAN;82
8205;0;KABUPATEN HALMAHERA UTARA;82
8206;0;KABUPATEN HALMAHERA TIMUR;82
8207;0;KABUPATEN PULAU MOROTAI;82
8271;0;KOTA TERNATE;82
8272;0;KOTA TIDORE KEPULAUAN;82
9101;0;KABUPATEN FAKFAK;91
9102;0;KABUPATEN KAIMANA;91
9103;0;KABUPATEN TELUK WONDAMA;91
9104;0;KABUPATEN TELUK BINTUNI;91
9105;0;KABUPATEN MANOKWARI;91
9106;0;KABUPATEN SORONG SELATAN;91
9107;0;KABUPATEN SORONG;91
9108;0;KABUPATEN RAJA AMPAT;91
9109;0;KABUPATEN TAMBRAUW;91
9110;0;KABUPATEN MAYBRAT;91
9171;0;KOTA SORONG;91
9401;0;KABUPATEN MERAUKE;94
9402;0;KABUPATEN JAYAWIJAYA;94
9403;0;KABUPATEN JAYAPURA;94
9404;0;KABUPATEN NABIRE;94
9408;0;KABUPATEN KEPULAUAN YAPEN;94
9409;0;KABUPATEN BIAK NUMFOR;94
9410;0;KABUPATEN PANIAI;94
9411;0;KABUPATEN PUNCAK JAYA;94
9412;0;KABUPATEN MIMIKA;94
9413;0;KABUPATEN BOVEN DIGOEL;94
9414;0;KABUPATEN MAPPI;94
9415;0;KABUPATEN ASMAT;94
9416;0;KABUPATEN YAHUKIMO;94
9417;0;KABUPATEN PEGUNUNGAN BINTANG;94
9418;0;KABUPATEN TOLIKARA;94
9419;0;KABUPATEN SARMI;94
9420;0;KABUPATEN KEEROM;94
9426;0;KABUPATEN WAROPEN;94
9427;0;KABUPATEN SUPIORI;94
9428;0;KABUPATEN MAMBERAMO RAYA;94
9429;0;KABUPATEN NDUGA;94
9430;0;KABUPATEN LANNY JAYA;94
9431;0;KABUPATEN MAMBERAMO TENGAH;94
9432;0;KABUPATEN YALIMO;94
9433;0;KABUPATEN PUNCAK;94
9434;0;KABUPATEN DOGIYAI;94
9435;0;KABUPATEN INTAN JAYA;94
9436;0;KABUPATEN DEIYAI;94
9471;0;KOTA JAYAPURA ;94
